Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Tradenames,Manufacturers,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Mervis J., Malakoff D.","7102025474;7101903090;","Science agencies make gains despite tight U.S. budget",2014,"Science","346","6216",,"1437","1438",,,"10.1126/science.346.6216.1437","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919681531&doi=10.1126%2fscience.346.6216.1437&partnerID=40&md5=3e95732aa25b4e935f581e6a546b8a56",,"Mervis, J.; Malakoff, D.",[No abstract available],,"theoretical study; astronomy; budget; education; exploratory behavior; geology; human; money; moon; policy; science; scientist; Short Survey; telescope; United States; economics; organization; science; Budgets; Organizations; Science; United States",,,,,,,,,,,,,,,,,,,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"25525219","English","Science",Short Survey,"Final","",Scopus,2-s2.0-84919681531
"Kaiser J.","7402184743;","Ambitious children's study meets disappointing end",2014,"Science","346","6216",,"1441","",,2,"10.1126/science.346.6216.1441","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919681530&doi=10.1126%2fscience.346.6216.1441&partnerID=40&md5=c01211386a8abf3e263db7685a1c61cb",,"Kaiser, J.",[No abstract available],,"budget; child care; human; longitudinal study; national health organization; Note; pediatrician; pregnant woman; social psychology; United States",,,,,,,,,,,,,,,,,,,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"25525222","English","Sci.",Note,"Final","",Scopus,2-s2.0-84919681530
"Mayr G.","7006565742;","On the origin of feathers",2014,"Science","346","6216",,"1466","",,5,"10.1126/science.346.6216.1466-b","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919680947&doi=10.1126%2fscience.346.6216.1466-b&partnerID=40&md5=288c80de867b8e45eceb24b63d362205","Senckenberg Research Institute, Natural History Museum Frankfurt, Ornithological Section, Frankfurt am Main, D-60325, Germany","Mayr, G., Senckenberg Research Institute, Natural History Museum Frankfurt, Ornithological Section, Frankfurt am Main, D-60325, Germany",[No abstract available],,"bird; dinosaur; evolution; feather; hypothesis; Letter; morphology; nonhuman; running; animal; color vision; dinosaur; evolution; feather; Galliformes; physiology; Animals; Biological Evolution; Color Vision; Dinosaurs; Feathers; Galliformes",,,,,,,,,,,,,,,,"Foth, C., Tischlinger, H., Rauhut, O.W.M., (2014) Nature, 511, p. 79; Dial, K.P., (2003) Science, 299, p. 402","Mayr, G.; Senckenberg Research Institute, Natural History Museum Frankfurt, Ornithological SectionGermany",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"25525236","English","Science",Letter,"Final","",Scopus,2-s2.0-84919680947
"Pennisi E.","7103300734;","Cooperative 'bots' don't need a boss",2014,"Science","346","6216",,"1444","",,4,"10.1126/science.346.6216.1444","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919680944&doi=10.1126%2fscience.346.6216.1444&partnerID=40&md5=1d022a102658a1a3e5a28b56409cd877",,"Pennisi, E.",[No abstract available],,"cooperative behavior; human behavior; human; information; robotics; sensor; Short Survey",,,,,,,,,,,,,,,,,,,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,,"English","Science",Short Survey,"Final","",Scopus,2-s2.0-84919680944
"Gibbons A.","24174435400;","The thoroughly bred horse",2014,"Science","346","6216",,"1439","",,3,"10.1126/science.346.6216.1439","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919680942&doi=10.1126%2fscience.346.6216.1439&partnerID=40&md5=2ab391c82201d0114657f2a6632897a5",,"Gibbons, A.",[No abstract available],,"ancestry; genome; horse; inbreeding; breeding; breeding line; Bronze Age; DNA determination; domestication; genetic association; genetic disorder; genome; horse; inbreeding; Mongolia; muscle strength; muscular dystrophy; Przewalski's horse; Short Survey; Equidae",,,,,,,,,,,,,,,,,,,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"25525220","English","Sci.",Short Survey,"Final","",Scopus,2-s2.0-84919680942
"Cho A.","35200363400;","U.S. fusion effort melts down",2014,"Science","346","6216",,"1436","1437",,,"10.1126/science.346.6216.1436","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919680941&doi=10.1126%2fscience.346.6216.1436&partnerID=40&md5=d4066ee804de1451f2bb77938d95a4ab",,"Cho, A.",[No abstract available],,"investment; science and technology; strategic approach; advisory committee; applied research; budget; city planning; community; cost; decision making; energy resource; friction; government; physics; scientist; Short Survey; United States; workshop; United States",,,,,,,,,,,,,,,,,,,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,,"English","Science",Short Survey,"Final","",Scopus,2-s2.0-84919680941
"Koschowitz M.-C., Lambertz M., Fischer C., Sander P.M.","57214263817;36888611800;56498020300;7005615418;","Response",2014,"Science","346","6216",,"1466","1467",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919631757&partnerID=40&md5=e78a3f26d32c22d356fb7cb69b75ce2c","Division of Paleontology, Steinmann Institute for Geology, Mineralogy and Paleontology, Rheinische Friedrich-Wilhelms-Universität Bonn, Bonn, 53115, Germany; Institute for Zoology and Anthropology, Department of Morphology, Systematics and Evolutionary Biology with Zoological Museum, Georg-August-Universität Göttingen, Göttingen, 37073, Germany; Institut für Zoologie, Rheinische Friedrich-Wilhelms-Universität Bonn, Bonn, 53115, Germany; Dinosaur Institute, Natural History Museum of Los Angeles County, Los Angeles, CA  90007, United States","Koschowitz, M.-C., Division of Paleontology, Steinmann Institute for Geology, Mineralogy and Paleontology, Rheinische Friedrich-Wilhelms-Universität Bonn, Bonn, 53115, Germany, Institute for Zoology and Anthropology, Department of Morphology, Systematics and Evolutionary Biology with Zoological Museum, Georg-August-Universität Göttingen, Göttingen, 37073, Germany; Lambertz, M., Institut für Zoologie, Rheinische Friedrich-Wilhelms-Universität Bonn, Bonn, 53115, Germany; Fischer, C., Institute for Zoology and Anthropology, Department of Morphology, Systematics and Evolutionary Biology with Zoological Museum, Georg-August-Universität Göttingen, Göttingen, 37073, Germany; Sander, P.M., Division of Paleontology, Steinmann Institute for Geology, Mineralogy and Paleontology, Rheinische Friedrich-Wilhelms-Universität Bonn, Bonn, 53115, Germany, Dinosaur Institute, Natural History Museum of Los Angeles County, Los Angeles, CA  90007, United States",[No abstract available],,"animal behavior; bird; dinosaur; feather; flying; hypothesis; Letter; nonhuman; animal; color vision; dinosaur; evolution; feather; Galliformes; physiology; Animals; Biological Evolution; Color Vision; Dinosaurs; Feathers; Galliformes",,,,,,,,,,,,,,,,"Lee, M.S.Y., Cau, A., Naish, D., Dyke, G.J., (2014) Science, 345, p. 562; Zelenitsky, D.K., (2012) Science, 338, p. 510; Clarke, J., (2013) Science, 340, p. 690; Prum, R.O., (1999) J. Exp. Zool. Mol. Dev. Evol., 285, p. 291","Koschowitz, M.-C.; Division of Paleontology, Steinmann Institute for Geology, Mineralogy and Paleontology, Rheinische Friedrich-Wilhelms-Universität BonnGermany",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"25525237","English","Science",Letter,"Final","",Scopus,2-s2.0-84919631757
"Cohen J.","57203682506;","Areas to watch in 2015",2014,"Science","346","6216",,"1450","1451",,2,"10.1126/science.346.6216.1450-b","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919628709&doi=10.1126%2fscience.346.6216.1450-b&partnerID=40&md5=3d56346821903ddc4b6c5b49a40cb552",,"Cohen, J.",[No abstract available],,"cancer; drug development; immune system; research and development; science and technology; sea ice; tumor; astronomy; cancer immunotherapy; circulation; energy; greenhouse effect; immune system; physics; science; scientist; sea ice; Short Survey; winter; clergy; epidemiology; health; Hemorrhagic Fever, Ebola; human; Liberia; world health organization; Global Health; Hemorrhagic Fever, Ebola; Humans; Liberia; Missionaries; World Health Organization",,,,,,,,,,,,,,,,,,,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"25525226","English","Science",Short Survey,"Final","",Scopus,2-s2.0-84919628709
"Perkins K.","56457781100;","For the love of ferns",2014,"Science","346","6216",,"1586","",,,"10.1126/science.346.6216.1586","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919628707&doi=10.1126%2fscience.346.6216.1586&partnerID=40&md5=0303814beb4140eb49c2fa1141927cd6","Palisades Charter High School, Los Angeles, United States","Perkins, K., Palisades Charter High School, Los Angeles, United States",[No abstract available],,"enzyme activity; fern; laboratory method; rhizome; biology; cancer research; chemistry; developmental gene; DNA replication; fern; human; laughter; medical education; membrane; national health organization; nonhuman; physics; physiology; science; scientific literature; Short Survey; special education; decision making; fern; genetics; growth, development and aging; medical research; music; rhizome; Filicophyta; Biomedical Research; Career Choice; Ferns; Music; Rhizome",,,,,,,,,,,,,,,,,"Perkins, K.; Palisades Charter High SchoolUnited States",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"25525253","English","Science",Short Survey,"Final","All Open Access, Bronze",Scopus,2-s2.0-84919628707
"Ravelo A.C., Lawrence K.T., Fedorov A., Ford H.L.","7006765934;23469562700;57203053066;55243621000;","Comment on ""A 12-million-year temperature history of the tropical Pacific Ocean""",2014,"Science","346","6216",,"1467a","",,37,"10.1126/science.1257618","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919628673&doi=10.1126%2fscience.1257618&partnerID=40&md5=897c91df6f72e26608ae82d318b7b00c","Ocean Sciences Department, University of California, Santa Cruz, CA  95064, United States; Department of Geology and Environmental Geosciences, Lafayette College, Easton, PA  18042, United States; Department of Geology and Geophysics, Yale University, New Haven, CT  06520, United States; Lamont-Doherty Earth Observatory, Columbia University, Palisades, NY  10964, United States","Ravelo, A.C., Ocean Sciences Department, University of California, Santa Cruz, CA  95064, United States; Lawrence, K.T., Department of Geology and Environmental Geosciences, Lafayette College, Easton, PA  18042, United States; Fedorov, A., Department of Geology and Geophysics, Yale University, New Haven, CT  06520, United States; Ford, H.L., Lamont-Doherty Earth Observatory, Columbia University, Palisades, NY  10964, United States","Zhang et al. (Reports, 4 April 2014, p. 84) interpret TEX86 and U37K′ paleotemperature data as providing a fundamentally new view of tropical Pacific climate during the warm Pliocene period.We argue that, within error, their Pliocene data actually support previously published data indicating average western warm-pool temperature similar to today and a reduced zonal gradient, referred to as a permanent El Niño-like state. © 2014, American Association for the Advancement of Science. All rights reserved.",,"calcium; magnesium; calibration; climate change; Crenarchaeota; El Nino; environmental parameters; greenhouse effect; interglacial; Note; Pacific Ocean; paleoclimate; planktonic foraminifera; Pleistocene; Pliocene; radiative forcing; sea surface temperature; thermocline; thermodynamics; Upper Miocene; Zanclean",,"calcium, 7440-70-2, 14092-94-5; magnesium, 7439-95-4",,,"OCE-1204254; National Science Foundation, NSF: 1204254",,,,,,,,,,,"Collins, M., (2010) Nat. Geosci., 3, pp. 391-397; Von Deimling, T.S., Held, H., Ganopolski, A., Rahmstorf, S., (2006) Clim. Dyn., 27, pp. 149-163; Fedorov, A.V., (2013) Nature, 496, pp. 43-49; Wara, M.W., Ravelo, A.C., Delaney, M.L., (2005) Science, 309, pp. 758-761; Dowsett, H.J., Robinson, M.M., (2009) Philos. Trans. R. Soc. A Math. Phys. Eng. Sci., 367, pp. 109-125; Lawrence, K.T., Liu, Z., Herbert, T.D., (2006) Science, 312, pp. 79-83; Zhang, Y.G., Pagani, M., Liu, Z., (2014) Science, 344, pp. 84-87; Dekens, P.S., Ravelo, A.C., McCarthy, M.D., (2007) Paleoceanography, 22, p. PA3211; Groeneveld, J., (2006) Proc. Ocean Drilling Program: Sci. Results, 202, pp. 1-27; Rousselle, G., Beltran, C., Sicre, M.-A., Raffi, I., De Rafélis, M., (2013) Earth Planet. Sci. Lett., 361, pp. 412-421; Seki, O., (2012) Paleoceanography, 27, p. PA3224; Li, L., (2011) Earth Planet. Sci. Lett., 309, pp. 10-20; Carton, J.A., Giese, B.S., (2008) Mon. Weather Rev., 136, pp. 2999-3017; Tierney, J.E., Tingley, M.P., (2014) Geochim. Cosmochim. Acta, 127, pp. 83-106; Kim, J.-H., (2010) Geochim. Cosmochim. Acta, 74, pp. 4639-4654; Dekens, P.S., Lea, D.W., Pak, D.K., Spero, H.J., (2002) Geochem. Geophys. Geosyst., 3, pp. 1-29; Müller, P.J., Kirst, G., Ruhland, G., Von Storch, I., Rosell-Melé, A., (1998) Geochim. Cosmochim. Acta, 62, pp. 1757-1772; Seidel, D.J., Fu, Q., Randel, W.J., Reichler, T.J., (2007) Nat. Geosci., 1, pp. 21-24; Lu, J., Vecchi, G.A., Reichler, T., (2007) Geophys. Res. Lett., 34, p. L06805; Chan, W.L., Abe-Ouchi, A., Ohgaito, R., (2011) Geosci. Model Dev., 4, pp. 1035-1049; Haywood, A.M., (2013) Clim. Past, 9, pp. 191-209; Lea, D.W., (2014) Science, 344, pp. 52-53; Ravelo, A.C., Dekens, P.S., McCarthy, M., (2006) GSA Today, 16, pp. 4-11; Ford, H.L., Ravelo, A.C., Hovan, S., (2012) Earth Planet. Sci. Lett., 355, pp. 152-161; Fedorov, A.V., (2006) Science, 312, pp. 1485-1489; Zhang, Y.G., Pagani, M., Liu, Z., Bohaty, S.M., Deconto, R., (2013) Philos. Trans. A Math. Phys. Eng. Sci., 371, p. 20130096; Jia, G., Zhang, J., Chen, J., Peng, P., Zhang, C.L., (2012) Org. Geochem., 50, pp. 68-77; Conte, M.H., (2006) Geochem. Geophys. Geosyst., 7, p. Q02005; Dubois, N., Kienast, M., Normandeau, C., Herbert, T.D., (2009) Paleoceanography, 24, p. PA4207; Liu, Z., Herbert, T.D., (2004) Nature, 427, pp. 720-723","Ravelo, A.C.; Ocean Sciences Department, University of CaliforniaUnited States",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,,"English","Science",Note,"Final","All Open Access, Bronze",Scopus,2-s2.0-84919628673
