Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Tradenames,Manufacturers,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,References,Correspondence Address,Editors,Sponsors,Publisher,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Wang P., Xue Y., Han Y., Lin L., Wu C., Xu S., Jiang Z., Xu J., Liu Q., Yu Y., Cao X.","57221237988;56134098000;55489208800;57215931976;57219107066;57216843179;55767095200;56134352100;55854111600;57216843170;8514994300;","Erratum: “The STAT3-binding long noncoding RNA lnc-DC controls human dendritic cell differentiation”(Science(2020)366: 6472 (eaba3487)Doi:10.1126/science.1251456)",2019,"Science","366","6472","eaba5539","","",,1,"10.1126/science.aba5539","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084943752&doi=10.1126%2fscience.aba5539&partnerID=40&md5=0e8c8fb82e3e7608eb3858a05776b523",,"Wang, P.; Xue, Y.; Han, Y.; Lin, L.; Wu, C.; Xu, S.; Jiang, Z.; Xu, J.; Liu, Q.; Yu, Y.; Cao, X.","In the Report “The STAT3-Binding Long Noncoding RNA lnc-DC Controls Human Dendritic Cell Differentiation,” a mistake was introduced to fig. S12A of the supplementary materials during figure assembly and manuscript preparation. FACS plots from the same sample of lnc-DC RNAi-1 were accidentally used for both the “No transfection” and “lnc-DC RNAi-1” plots. Neither the interpretation nor the conclusion of this work is affected by this error. The supplementary materials have been corrected (see science.sciencemag.org/content/344/6181/310/suppl/DC1). © 2020 American Association for the Advancement of Science. All rights reserved.",,"erratum",,,,,,,,,,,,,,,,,,,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"31857450","English","Sci.",Erratum,"Final","All Open Access, Bronze",Scopus,2-s2.0-85084943752
"Martinez-Jimenez C.P., Eling N., Chen H.-C., Vallejos C.A., Kolodziejczyk A.A., Connor F., Stojic L., Rayner T.F., Stubbington M.J.T., Teichmann S.A., de la Roche M., Marioni J.C., Odom D.T.","6507566290;56798462700;57192536876;57038529000;57218254926;6603992035;8082838300;57206308484;55985551100;7003495551;39862781500;13103737300;7004069742;","Erratum: “Aging increases cell-to-cell transcriptional variability upon immune stimulation”(Science(2020)366:6472 (eaba3487)Doi:10.1126/science.aah4115)",2019,"Science","366","6472","eaba3487","","",,,"10.1126/science.aba3487","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084943655&doi=10.1126%2fscience.aba3487&partnerID=40&md5=994ba35cc6e90ed4cf30a50090c352f7",,"Martinez-Jimenez, C.P.; Eling, N.; Chen, H.-C.; Vallejos, C.A.; Kolodziejczyk, A.A.; Connor, F.; Stojic, L.; Rayner, T.F.; Stubbington, M.J.T.; Teichmann, S.A.; de la Roche, M.; Marioni, J.C.; Odom, D.T.","When compiling a vignette describing the statistical analysis underlying the Report “Aging increases cell-to-cell transcriptional variability upon immune stimulation” for inclusion in a Bioconductor In addition, the authors noted that using the incorrect number of spike-in molecules led to slightly poorer convergence of the MCMC sampler for lower expressed genes, meaning that their estimates of the mean and dispersion for such genes are less stable. However, in the paper, because they use a threshold on expression for including genes in downstream analyses, such genes are typically excluded. Moreover, rerunning the MCMC sampler with the correct spike-in counts leads to small changes in the set of differentially expressed genes. Importantly, the relative fold changes are highly preserved between the original and the revised analyses. For further discussion, see https://github.com/MarioniLab/ImmuneAging2017/tree/master/Correction. In this Erratum, the authors have updated all figures to reflect the updated analysis—the primary change is the scale on the axes when expression levels are plotted. Additionally, because of the scale on which the endogenous gene expression levels are now measured, they have lowered the threshold for including genes for the differential testing from 50 to 1. Finally, they have updated the text as follows: The percentage of differentially expressed genes between B6 and CAST has changed from 15% to 7%; the number of differentially expressed genes between naïve and activated CD4+ T cells in B6 has changed from 2063 to 1314; the number of shared up-regulated genes between B6 and CAST upon activation has changed from 225 to 138; the number of species-specific B6 genes has fallen from 96 to 38; and the number of CAST genes has fallen from 75 to 59. The authors have updated the supplementary materials accordingly. These changes do not affect any of the conclusions drawn in the original analyses—all results have been replicated. The authors apologize for any confusion caused and provide a full description of the reanalysis and a list of exact changes to the text at GitHub (https://github.com/MarioniLab/ImmuneAging2017/tree/master/Correction) and as a Zenodo instance (10.5281/zenodo.3522970). © 2019 American Association for the Advancement of Science. All rights reserved.",,"erratum",,,,,,,,,,,,,,,,,,,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"31857449","English","Sci.",Erratum,"Final","All Open Access, Bronze",Scopus,2-s2.0-85084943655
"Hoy A.Q.","57194338176;","AAAS local science engagement network gets under way",2019,"Science","366","6472",,"1464","1465",,,"10.1126/science.366.6472.1464","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077307530&doi=10.1126%2fscience.366.6472.1464&partnerID=40&md5=8abae1e7b348042a367bcd8a9e2c192c",,"Hoy, A.Q.",[No abstract available],,"local participation; network analysis; research work; carbon footprint; climate change; Colorado; conversation; environmental policy; environmental protection; Missouri; priority journal; Short Survey; wildfire",,,,,"Grantham Foundation for the Protection of the Environment; Atkinson Foundation","The climate work of the Local Science Engagement Network is supported by the Grantham Foundation for the Protection of the Environment, Benjamin and Ruth Hammett, Reinier and Nancy Beeuwkes, Rush Holt and Margaret Lancefield, the Atkinson Family Foundation, Gary and Denise David, the estate of Abraham Ringel, and other generous donors.",,,,,,,,,,,,,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,,"English","Sci.",Short Survey,"Final","",Scopus,2-s2.0-85077307530
"Wadman M.","57191750870;","Two Asian American women allege bias by HHMI",2019,"Science","366","6472",,"1432","1433",,,"10.1126/science.366.6472.1432","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077133070&doi=10.1126%2fscience.366.6472.1432&partnerID=40&md5=4d73a0cc9aa9c6b6ebe51a7b18c7d4bc",,"Wadman, M.",[No abstract available],,"detection method; achievement; ageism; Asian American; biologist; Caucasian; contract; employment; human; law suit; medical research; medical society; peer review; priority journal; racism; sexism; Short Survey; economics; financial management; Asian Americans; Biomedical Research; Financing, Organized; Humans; Racism; Sexism",,,,,,,,,,,,,,,,,,,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"31857460","English","Sci.",Short Survey,"Final","",Scopus,2-s2.0-85077133070
"Kaiser J.","57217826902;","NIH director pledges action on harassment after report",2019,"Science","366","6472",,"1429","1430",,,"10.1126/science.366.6472.1429","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077127197&doi=10.1126%2fscience.366.6472.1429&partnerID=40&md5=f6681e3eeef0f9ce1ad0aafebbd1e169",,"Kaiser, J.",[No abstract available],,"action plan; equipment; research work; administrative personnel; authority; career; funding; information processing; management; national health organization; peer review; policy; priority journal; safety; scientific misconduct; sexual harassment; sexual misconduct; Short Survey; student; work environment; human; national health organization; scientific misconduct; United States; Humans; National Institutes of Health (U.S.); Scientific Misconduct; Sexual Harassment; United States",,,,,,"week creates two high-level bodies—one inside and one outside the government—to search for the right balance between scientific openness and security. One panel, led by the White House Office of Science and Technology Policy, will try to harmonize actions by more than a dozen agencies to protect federally funded research projects from cyber-attacks, theft, and other foreign threats. The other group, a roundtable convened by the National Academies of Sciences, Engineering, and Medicine, will bring together officials from academia, government, and industry for discussions on how to assess and mitigate the risks posed by foreign collaborations involving U.S. researchers.",,,,,,,,,,,,,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"31857457","English","Sci.",Short Survey,"Final","",Scopus,2-s2.0-85077127197
"Clery D.","7004604600;","Darkness made visible",2019,"Science","366","6472",,"1434","1435",,1,"10.1126/science.366.6472.1434","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077121941&doi=10.1126%2fscience.366.6472.1434&partnerID=40&md5=f51d11e292f4e52a56afccf68fed2809",,"Clery, D.",[No abstract available],,"dark; light effect; visible spectrum; astronomy; black hole; cosmic radiation; darkness; environmental exposure; gravity; human; interferometry; light scattering; Netherlands; photon; priority journal; Short Survey",,,,,,,,,,,,,,,,,,,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"31857462","English","Sci.",Short Survey,"Final","",Scopus,2-s2.0-85077121941
"Majid A.","7005199077;","Mapping words reveals emotional diversity",2019,"Science","366","6472",,"1444","1445",,4,"10.1126/science.aba1763","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077119002&doi=10.1126%2fscience.aba1763&partnerID=40&md5=749d00cdfa0eb119079800a1fc039f5e","Department of Psychology, University of York, York, United Kingdom","Majid, A., Department of Psychology, University of York, York, United Kingdom",[No abstract available],,"mapping method; psychology; research work; anxiety; arousal; cultural factor; emotionality; experience; grief; happiness; human; inheritance; priority journal; semantics; Short Survey; social behavior; brain mapping; emotion; Brain Mapping; Emotions; Semantics",,,,,,,,,,,,,,,,"Douglas-Hamilton, I., Bhalla, S., Wittemyer, G., Vollrath, F., (2006) Appl. Anim. Behav. Sci., 100, p. 87; Watt Smith, T., (2015) The Bookof Human Emotions:An Encyclopedia of Feeling fromAnger toWanderlust, , Profile; Fajans, J., (1983) Ethos, 11, p. 166; Jackson, J.C., (2019) Science, 366, p. 1517; Levinson, S.C., Majid, A., (2014) Mind Lang, 29, p. 407; Regier, T., Kay, P., (2009) Trends Cogn. Sci., 13, p. 439; Lim, N., (2016) Integr. Med. Res., 5, p. 105; Levinson, S.C., Gray, R.D., (2012) Trends Cogn. Sci., 16, p. 167; Wierzbicka, A., (2013) Imprisoned in English:The Hazards of English as A Default Language, , Oxford Univ. Press; Majid, A., (2012) The Oxford Handbookof Linguistic Fieldwork, pp. 54-71. , N. Thieberger, Ed. Oxford Univ. Press; Malt, B.C., Majid, A., (2013) Wiley Interdiscip. Rev. Cogn. Sci., 4, p. 583; Sauter, D.A., LeGuen, O., Haun, D.B.M., (2011) Emotion, 11, p. 1479; Majid, A., Burenhult, N., Stensmyr, M.C., de Valk, J.M., Hansson, B.S., (2018) Philos. Trans. R. Soc. B, 373, p. 20170139; Schweiger Gallo, I., Fernández-Dols, J.-M., Gollwitzer, P.M., Keil, A., (2017) Front. Psychol., 8; Doyle, C.M., Lindquist, K.A., (2018) J.Exp.Psychol.Gen., 147, p. 62","Majid, A.; Department of Psychology, United Kingdom; email: asifa.majid@york.ac.uk",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"31857465","English","Sci.",Short Survey,"Final","All Open Access, Green",Scopus,2-s2.0-85077119002
"Mervis J., Malakoff D.","7102025474;7101903090;","U.S. Takes aim at foreign influence",2019,"Science","366","6472",,"1428","1429",,,"10.1126/science.366.6472.1428","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077115264&doi=10.1126%2fscience.366.6472.1428&partnerID=40&md5=a49d9207457881e50eb8542df3e82244",,"Mervis, J.; Malakoff, D.",[No abstract available],,"migrant worker; research work; theoretical study; funding; human; medical research; national health organization; priority journal; research ethics; scientist; Short Survey; United States; United States",,,,,,"week creates two high-level bodies—one inside and one outside the government—to search for the right balance between scientific openness and security. One panel, led by the White House Office of Science and Technology Policy, will try to harmonize actions by more than a dozen agencies to protect federally funded research projects from cyber-attacks, theft, and other foreign threats. The other group, a roundtable convened by the National Academies of Sciences, Engineering, and Medicine, will bring together officials from academia, government, and industry for discussions on how to assess and mitigate the risks posed by foreign collaborations involving U.S. researchers.",,,,,,,,,,,,,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"31857456","English","Sci.",Short Survey,"Final","",Scopus,2-s2.0-85077115264
"Crow M.K.","7102457698;","Mitochondrial DNA promotes autoimmunity",2019,"Science","366","6472",,"1445","1446",,6,"10.1126/science.aaz9308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077113435&doi=10.1126%2fscience.aaz9308&partnerID=40&md5=2794f8b067a77421b2de2bcb41beebcb","Mary Kirkland Center for Lupus Research, Hospital for Special Surgery, New York, NY  10021, United States","Crow, M.K., Mary Kirkland Center for Lupus Research, Hospital for Special Surgery, New York, NY  10021, United States",[No abstract available],,"apolipoprotein L1; interferon; mitochondrial DNA; reactive oxygen metabolite; toll like receptor; voltage dependent anion channel; mitochondrial DNA; immune response; immunity; mitochondrial DNA; autoimmunity; cytosol; DNA damage; DNA fragmentation; gene expression regulation; genetic risk; genetic variability; human; immune response; immune system; oxidative stress; priority journal; Short Survey; systemic lupus erythematosus; tissue injury; genetics; mitochondrion; Autoimmunity; DNA, Mitochondrial; Mitochondria",,"toll like receptor, 409141-78-2; DNA, Mitochondrial",,,,,,,,,,,,,,"Crow, M.K., (2019) Annu. Rev. Pathol., 14, p. 369; Kim, J., (2019) Science, 366, p. 1531; Savarese, E., (2006) Blood, 107, p. 3229; Motwani, M., (2019) Nat. Rev. Genet., 20, p. 657; Kirou, K.A., (2005) Arthritis Rheum, 52, p. 1491; West, A.P., Shadel, G.S., (2017) Nat. Rev. Immunol., 17, p. 363; Gehrke, N., (2013) Immunity, 39, p. 482; Lipper, C.H., (2019) Proc. Natl. Acad. Sci. U.S.A., 116, p. 19924; Galluzzi, L., Vanpouille-Box, C., (2018) Trends Cell Biol, 28, p. 343; Hu, X., (2019) FEBSJ, 286, p. 4754; Shah, S.S., (2019) J. Am. Soc. Nephrol., 30, p. 2355","Crow, M.K.; Mary Kirkland Center for Lupus Research, United States; email: crowm@hss.edu",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"31857466","English","Sci.",Short Survey,"Final","",Scopus,2-s2.0-85077113435
"Kubota K., Pang Y., Miura A., Ito H.","54963634600;57220768808;35380146000;7407937786;","Redox reactions of small organic molecules using ball milling and piezoelectric materials",2019,"Science","366","6472",,"1500","1504",,87,"10.1126/science.aay8224","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077111006&doi=10.1126%2fscience.aay8224&partnerID=40&md5=13157142c0e7f44b4f811479ea937753","Institute for Chemical Reaction Design and Discovery (WPI-ICReDD), Hokkaido University, Sapporo, Hokkaido  060-8628, Japan; Division of Applied Chemistry, Graduate School of Engineering, Hokkaido University, Sapporo, Hokkaido  060-8628, Japan","Kubota, K., Institute for Chemical Reaction Design and Discovery (WPI-ICReDD), Hokkaido University, Sapporo, Hokkaido  060-8628, Japan, Division of Applied Chemistry, Graduate School of Engineering, Hokkaido University, Sapporo, Hokkaido  060-8628, Japan; Pang, Y., Division of Applied Chemistry, Graduate School of Engineering, Hokkaido University, Sapporo, Hokkaido  060-8628, Japan; Miura, A., Division of Applied Chemistry, Graduate School of Engineering, Hokkaido University, Sapporo, Hokkaido  060-8628, Japan; Ito, H., Institute for Chemical Reaction Design and Discovery (WPI-ICReDD), Hokkaido University, Sapporo, Hokkaido  060-8628, Japan, Division of Applied Chemistry, Graduate School of Engineering, Hokkaido University, Sapporo, Hokkaido  060-8628, Japan","Over the past decade, photoredox catalysis has harnessed light energy to accelerate bond-forming reactions. We postulated that a complementary method for the redox-activation of small organic molecules in response to applied mechanical energy could be developed through the piezoelectric effect. Here, we report that agitation of piezoelectric materials via ball milling reduces aryl diazonium salts. This mechanoredox system can be applied to arylation and borylation reactions under mechanochemical conditions. © 2019 American Association for the Advancement of Science. All rights reserved.",,"catalysis; energetics; milling; molecular analysis; organic compound; piezoelectricity; redox conditions; agitation; arylation; borylation; oxidation reduction reaction; review; article",,,,,"JPMJCR19R1; Japan Society for the Promotion of Science, KAKEN: 17H06370, 18H03907, 19K15547; Ministry of Education, Culture, Sports, Science and Technology, MEXT","This work was supported by the Japan Society for the Promotion of Science (JSPS) through KAKENHI grants 18H03907, 17H06370, and 19K15547; by the JST CREST grant number JPMJCR19R1; and by the Institute for Chemical Reaction Design and Discovery (ICReDD), which was established by the World Premier International Research Initiative (WPI), MEXT, Japan. Y.P. thanks the Otsuka Toshimi Scholarship Foundation for a scholarship. We thank D. F. Toste and T. Shimada for advice on the preparation of this manuscript. We thank Nippon Chemical Industrial Co., Ltd. for the gift of piezoelectric materials.",,,,,,,,,,"Stephenson, C., Yoon, T., MacMillan, D.W.C., (2018) Visible Light Photocatalysis in Organic Chemistry, p. 1. , Wiley, ed; Prier, C.K., Rankic, D.A., MacMillan, D.W.C., (2013) Chem. Rev., 113, pp. 5322-5363; Romero, N.A., Nicewicz, D.A., (2016) Chem. Rev., 116, pp. 10075-10166; Wang, C.-S., Dixneuf, P.H., Soulé, J.-F., (2018) Chem. Rev., 118, pp. 7532-7585; Skubi, K.L., Blum, T.R., Yoon, T.P., (2016) Chem. Rev., 116, pp. 10035-10074; Friščić, T., (2010) J. Mater. Chem., 20, pp. 7599-7605; Zhu, S.-E., Li, F., Wang, G.-W., (2013) Chem. Soc. Rev., 42, pp. 7535-7570; Baláž, P., (2008) Mechanochemistry in Nanoscience and Minerals Engineering, , Springer; Boulatov, R., (2015) Polymer Mechanochemistry, , Ed, Springer; James, S.L., (2012) Chem. Soc. Rev., 41, pp. 413-447; Wang, G.-W., (2013) Chem. Soc. Rev., 42, pp. 7668-7700; Do, J.-L., Friščić, T., (2017) ACS Cent. Sci., 3, pp. 13-19; Hernández, J.G., Bolm, C., (2017) J. Org. Chem., 82, pp. 4007-4019; Tan, D., Friščić, T., (2018) Eur. J. Org. Chem., pp. 18-33. , 2018; Howard, J.L., Cao, Q., Browne, D.L., (2018) Chem. Sci., 9, pp. 3080-3094; Andersen, J., Mack, J., (2018) Green Chem, 20, pp. 1435-1443; Bolm, C., Hernández, J.G., (2019) Angew. Chem. Int. Ed., 58, pp. 3285-3299; Gomollón-Bel, F., (2019) Chem. Int., 41, pp. 12-17; Robertson, J.C., Coote, M.L., Bissember, A.C., (2019) Nat. Rev. Chem., 3, pp. 290-304; Liang, J., Fernández, J.M., (2011) J. Am. Chem. Soc., 133, pp. 3528-3534; Dopieralski, P., (2013) Nat. Chem., 5, pp. 685-691; Yan, H., (2018) Nature, 554, pp. 505-510; Ikeda, S., (1999) Phys. Chem. Chem. Phys., 1, pp. 4485-4491; Hara, M., (2000) Appl. Catal. A Gen., 190, pp. 35-42; Wang, Z.L., Song, J., (2006) Science, 312, pp. 242-246; Wang, X., Song, J., Liu, J., Wang, Z.L., (2007) Science, 316, pp. 102-105; Qin, Y., Wang, X., Wang, Z.L., (2008) Nature, 451, pp. 809-813; Hong, K.-S., Xu, H., Konishi, H., Li, X., (2010) J. Phys. Chem. Lett., 1, pp. 997-1002; Mohapatra, H., Kleiman, M., Esser-Kahn, A.P., (2017) Nat. Chem., 9, pp. 135-139; Starr, M.B., Shi, J., Wang, X., (2012) Angew. Chem. Int. Ed., 51, pp. 5962-5966; Starr, M.B., Wang, X., (2013) Sci. Rep., 3, p. 2160; Lin, H., (2014) Appl. Phys. Lett., 104, p. 162907; Lv, W., (2017) J. Chem. Technol. Biotechnol., 92, pp. 152-156; Starr, M.B., Wang, X., (2015) Nano Energy, 14, pp. 296-311; Wang, Z., (2019) ACS Macro Lett, 8, pp. 161-165; Matyjaszewski, K., (2012) Macromolecules, 45, pp. 4015-4039; Hari, D.P., Schroll, P., König, B., (2012) J. Am. Chem. Soc., 134, pp. 2958-2961; Yu, J., Zhang, L., Yan, G., (2012) Adv. Synth. Catal., 354, pp. 2625-2628; Andrieux, C.P., Pinson, J., (2003) J. Am. Chem. Soc., 125, pp. 14801-14806; Haeni, J.H., (2004) Nature, 430, pp. 758-761; Friščić, T., Childs, S.L., Rizvi, S.A.A., Jones, W., (2009) CrystEngComm, 11, pp. 418-426; Cinar, M.E., Ozturk, T., (2015) Chem. Rev., 115, pp. 3036-3140; Segawa, Y., Ito, H., Itami, K., (2016) Nat. Rev. Mater., 1, p. 15002; Segawa, Y., Maekawa, T., Itami, K., (2015) Angew. Chem. Int. Ed., 54, pp. 66-81","Kubota, K.; Institute for Chemical Reaction Design and Discovery (WPI-ICReDD), Japan; email: kbt@eng.hokudai.ac.jp",,,"American Association for the Advancement of Science",,,,,00368075,,SCIEA,"31857482","English","Sci.",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85077111006
